id,slug,bucket,newness,n_countries,n_reasons,n_ban_source_links,has_court_case,has_named_plaintiff,template_fingerprint,reasoning,title
6024,the-tyrants-daughter,KEEP_NARRATIVE,0.944,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.94,The Tyrant's Daughter
6026,the-van-alen-legacy,KEEP_NARRATIVE,0.905,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.91,The Van Alen Legacy
6028,the-voices-of-rape,KEEP_NARRATIVE,0.724,1,3,3,0,0,,"rich signals: 3-reasons, 3-ban_source_links; newness=0.72",The Voices of Rape
6030,the-water-knife,KEEP_NARRATIVE,0.867,1,2,2,0,0,,high newness (0.87) without rich-case signals — likely AI prose; flag for human review,The Water Knife
6032,the-way-i-used-to-be,KEEP_NARRATIVE,0.872,1,3,5,0,0,,"rich signals: 3-reasons, 5-ban_source_links; newness=0.87",The Way I Used to Be
6034,the-wicked-and-the-just,KEEP_NARRATIVE,0.825,1,2,2,0,0,,high newness (0.82) without rich-case signals — likely AI prose; flag for human review,The Wicked and the Just
6036,the-year-i-didnt-eat,KEEP_NARRATIVE,0.865,1,2,2,0,0,,high newness (0.86) without rich-case signals — likely AI prose; flag for human review,The Year I Didn't Eat
6038,theodore-roosevelt-bear-of-a-president,KEEP_NARRATIVE,0.911,1,1,2,0,0,,high newness (0.91) without rich-case signals — likely AI prose; flag for human review,Theodore Roosevelt: Bear of a President
6040,these-things-ive-done,KEEP_NARRATIVE,0.800,1,3,2,0,0,,rich signals: 3-reasons; newness=0.80,These Things I've Done
6042,things-i-cant-forget,KEEP_NARRATIVE,0.889,1,4,2,0,0,,rich signals: 4-reasons; newness=0.89,Things I Can't Forget
6044,this-is-what-happy-looks-like,KEEP_NARRATIVE,0.929,1,2,2,0,0,,high newness (0.93) without rich-case signals — likely AI prose; flag for human review,This is What Happy Looks Like
6046,this-is-what-it-feels-like,KEEP_NARRATIVE,0.772,1,2,2,0,0,,high newness (0.77) without rich-case signals — likely AI prose; flag for human review,This is What it Feels Like
6048,this-light-between-us,KEEP_NARRATIVE,0.839,1,3,2,0,0,,rich signals: 3-reasons; newness=0.84,This Light Between Us
6050,tradition,KEEP_NARRATIVE,0.926,1,4,3,0,0,,"rich signals: 4-reasons, 3-ban_source_links; newness=0.93",Tradition
6052,tristan-strong-punches-a-hole-in-the-sky,KEEP_NARRATIVE,0.793,1,1,2,0,0,,high newness (0.79) without rich-case signals — likely AI prose; flag for human review,Tristan Strong Punches a Hole in the Sky
6054,trono-de-cristal,KEEP_NARRATIVE,0.848,1,3,2,0,0,,rich signals: 3-reasons; newness=0.85,Trono de cristal
6056,true-things-adults-dont-want-kids-to-know,KEEP_NARRATIVE,0.848,1,2,2,0,0,,high newness (0.85) without rich-case signals — likely AI prose; flag for human review,True Things (Adults Don't Want Kids to Know)
6058,tumbling,KEEP_NARRATIVE,0.830,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.83,Tumbling
6060,twilight-the-graphic-novel,KEEP_NARRATIVE,0.860,1,3,2,0,0,,rich signals: 3-reasons; newness=0.86,Twilight: The Graphic Novel
6062,two-truths-and-a-lie,KEEP_NARRATIVE,0.824,1,2,2,0,0,,high newness (0.82) without rich-case signals — likely AI prose; flag for human review,Two Truths and a Lie
6064,tyranny,KEEP_NARRATIVE,0.904,1,2,2,0,0,,high newness (0.90) without rich-case signals — likely AI prose; flag for human review,Tyranny
6066,una-antorcha-en-las-tinieblas,KEEP_NARRATIVE,0.821,1,3,2,0,0,,rich signals: 3-reasons; newness=0.82,Una antorcha en las tinieblas
6068,understanding-reproductive-health,REDUCE_TO_BAN_ONLY,0.667,1,2,2,0,0,,newness=0.67 and no rich signals — redundant with description_ban,Understanding Reproductive Health
6070,unplanned-pregnancies,KEEP_NARRATIVE,0.706,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.71,Unplanned Pregnancies
6074,violet-y-finch,KEEP_NARRATIVE,0.807,1,2,2,0,0,,high newness (0.81) without rich-case signals — likely AI prose; flag for human review,Violet y Finch
6076,war-storm,KEEP_NARRATIVE,0.881,1,2,4,0,0,,rich signals: 4-ban_source_links; newness=0.88,War Storm
6078,washington-d-c,REDUCE_TO_BAN_ONLY,0.676,1,2,2,0,0,,newness=0.68 and no rich signals — redundant with description_ban,"Washington, D.C"
6080,watch-over-me,KEEP_NARRATIVE,0.844,1,3,2,0,0,,rich signals: 3-reasons; newness=0.84,Watch Over Me
6082,wayfarer,KEEP_NARRATIVE,0.895,1,2,2,0,0,,high newness (0.89) without rich-case signals — likely AI prose; flag for human review,Wayfarer
6084,we-believe-you-survivors-of-campus-sexual-assault-speak-out,REDUCE_TO_BAN_ONLY,0.696,1,2,2,0,0,,newness=0.70 and no rich signals — redundant with description_ban,We Believe You: Survivors of Campus Sexual Assault Speak Out
6086,we-now-return-to-regular-life,KEEP_NARRATIVE,0.766,1,1,3,0,0,,rich signals: 3-ban_source_links; newness=0.77,We Now Return to Regular Life
6088,we-set-the-dark-on-fire,KEEP_NARRATIVE,0.800,1,3,3,0,0,,"rich signals: 3-reasons, 3-ban_source_links; newness=0.80",We Set the Dark on Fire
6091,well-always-have-summer,KEEP_NARRATIVE,0.766,1,2,5,0,0,,rich signals: 5-ban_source_links; newness=0.77,We'll Always Have Summer
6094,whaam-the-art-and-life-of-roy-lichtenstein,KEEP_NARRATIVE,0.891,1,1,2,0,0,,high newness (0.89) without rich-case signals — likely AI prose; flag for human review,Whaam!: The Art and Life of Roy Lichtenstein
6097,what-are-you-looking-at-the-surprising-shocking-and-sometimes-strange-story-of-150-years-of-modern-art,KEEP_NARRATIVE,0.878,1,1,2,0,0,,high newness (0.88) without rich-case signals — likely AI prose; flag for human review,"What Are You Looking At: The Surprising, Shocking, and Sometimes Strange Story of 150 Years of Modern Art"
6100,what-dread-hand,KEEP_NARRATIVE,0.860,1,1,2,0,0,,high newness (0.86) without rich-case signals — likely AI prose; flag for human review,What Dread Hand
6103,what-will-grow,KEEP_NARRATIVE,0.846,1,1,2,0,0,,high newness (0.85) without rich-case signals — likely AI prose; flag for human review,What Will Grow
6106,when-you-were-here,KEEP_NARRATIVE,0.912,1,2,2,0,0,,high newness (0.91) without rich-case signals — likely AI prose; flag for human review,When You Were Here
6109,where-she-went,KEEP_NARRATIVE,0.889,1,1,5,0,0,,rich signals: 5-ban_source_links; newness=0.89,Where She Went
6112,where-the-stars-still-shine,KEEP_NARRATIVE,0.788,1,3,3,0,0,,"rich signals: 3-reasons, 3-ban_source_links; newness=0.79",Where the Stars Still Shine
6115,who-was-harvey-milk,KEEP_NARRATIVE,0.860,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.86,Who Was Harvey Milk?
6118,wintersong,KEEP_NARRATIVE,0.810,1,3,3,0,0,,"rich signals: 3-reasons, 3-ban_source_links; newness=0.81",Wintersong
6121,withering-tights,KEEP_NARRATIVE,0.921,1,2,2,0,0,,high newness (0.92) without rich-case signals — likely AI prose; flag for human review,Withering Tights
6124,wolf-island,REDUCE_TO_BAN_ONLY,0.208,1,2,2,0,0,,newness=0.21 and no rich signals — redundant with description_ban,Wolf Island
6127,womens-issues-in-margaret-atwoods-the-handmaids-tale,KEEP_NARRATIVE,0.785,1,3,2,0,0,,rich signals: 3-reasons; newness=0.78,Women's Issues in Margaret Atwood's The Handmaid's Tale
6130,world-art,KEEP_NARRATIVE,0.944,1,2,2,0,0,,high newness (0.94) without rich-case signals — likely AI prose; flag for human review,World Art
6136,you-dont-know-me-but-i-know-you,KEEP_NARRATIVE,0.772,1,2,2,0,0,,high newness (0.77) without rich-case signals — likely AI prose; flag for human review,You Don't Know Me But I Know You
6139,youth-ministry-3-0-a-manifesto-of-where-weve-been-where-we-are-and-where-we-need-to-go,KEEP_NARRATIVE,0.863,1,2,2,0,0,,high newness (0.86) without rich-case signals — likely AI prose; flag for human review,"Youth Ministry 3.0: A Manifesto of Where We've Been, Where We Are, and Where We Need to Go"
6142,zom-b-gladiator,KEEP_NARRATIVE,0.979,1,2,2,0,0,,high newness (0.98) without rich-case signals — likely AI prose; flag for human review,Zom-B: Gladiator
6148,art-of-the-story,KEEP_NARRATIVE,0.854,1,3,2,0,0,,rich signals: 3-reasons; newness=0.85,Art of the Story
6151,dear-medusa,KEEP_NARRATIVE,0.809,1,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.81,Dear Medusa
6154,discovering-art-history,KEEP_NARRATIVE,0.861,1,2,2,0,0,,high newness (0.86) without rich-case signals — likely AI prose; flag for human review,Discovering Art History
6157,down-sand-mountain,KEEP_NARRATIVE,0.896,1,1,2,0,0,,high newness (0.90) without rich-case signals — likely AI prose; flag for human review,Down Sand Mountain
6163,exit-west,KEEP_NARRATIVE,0.729,1,2,2,0,0,,high newness (0.73) without rich-case signals — likely AI prose; flag for human review,Exit West
6166,health,KEEP_NARRATIVE,0.806,1,1,2,0,0,,high newness (0.81) without rich-case signals — likely AI prose; flag for human review,Health
6169,lippincott-textbook-for-nursing-assistants-a-humanistic-approach-to-caregiving-fifth-edition,REDUCE_TO_BAN_ONLY,0.600,1,1,2,0,0,,newness=0.60 and no rich signals — redundant with description_ban,"Lippincott Textbook for Nursing Assistants: A Humanistic Approach to Caregiving, Fifth Edition"
6172,medical-terminology,KEEP_NARRATIVE,0.750,1,1,2,0,0,,high newness (0.75) without rich-case signals — likely AI prose; flag for human review,Medical Terminology
6175,mono-no-aware-short-story,KEEP_NARRATIVE,0.797,1,4,2,0,0,,rich signals: 4-reasons; newness=0.80,Mono No Aware (Short Story)
6178,perrines-literature-structure-sound-and-sense,KEEP_NARRATIVE,0.825,1,1,2,0,0,,high newness (0.82) without rich-case signals — likely AI prose; flag for human review,"Perrine's Literature Structure, Sound, and Sense"
6181,project-hail-mary,KEEP_NARRATIVE,0.806,1,1,2,0,0,,high newness (0.81) without rich-case signals — likely AI prose; flag for human review,Project Hail Mary
6184,red,KEEP_NARRATIVE,0.895,1,2,2,0,0,,high newness (0.89) without rich-case signals — likely AI prose; flag for human review,Red
6187,sadie,KEEP_NARRATIVE,0.937,1,3,3,0,0,,"rich signals: 3-reasons, 3-ban_source_links; newness=0.94",Sadie
6190,see-you-yesterday,KEEP_NARRATIVE,0.851,1,3,2,0,0,,rich signals: 3-reasons; newness=0.85,See You Yesterday
6193,simmers-dho-health-science,KEEP_NARRATIVE,0.850,1,1,2,0,0,,high newness (0.85) without rich-case signals — likely AI prose; flag for human review,Simmers DHO Health Science
6196,slouching-towards-bethlehem,KEEP_NARRATIVE,0.794,1,4,2,0,0,,rich signals: 4-reasons; newness=0.79,Slouching Towards Bethlehem
6199,streetcar-named-desire,KEEP_NARRATIVE,0.932,1,5,2,0,0,,rich signals: 5-reasons; newness=0.93,Streetcar Named Desire
6202,such-a-pretty-girl,KEEP_NARRATIVE,0.836,1,3,2,0,0,,rich signals: 3-reasons; newness=0.84,Such a Pretty Girl
6206,the-birds-the-bees-and-you-and-me,KEEP_NARRATIVE,0.883,1,3,2,0,0,,rich signals: 3-reasons; newness=0.88,"The Birds, the Bees, and You and Me"
6209,the-luis-ortega-survival-club,KEEP_NARRATIVE,0.872,1,3,2,0,0,,rich signals: 3-reasons; newness=0.87,The Luis Ortega Survival Club
6212,the-round-house,KEEP_NARRATIVE,0.889,1,2,4,0,0,,rich signals: 4-ban_source_links; newness=0.89,The Round House
6215,free-speech-handbook-a-practical-framework-for-understanding-our-free-speech-protections,KEEP_NARRATIVE,0.804,1,1,2,0,0,,high newness (0.80) without rich-case signals — likely AI prose; flag for human review,Free Speech Handbook: A Practical Framework for Understanding Our Free Speech Protections
6218,the-queer-bible,KEEP_NARRATIVE,0.856,1,1,2,0,0,,high newness (0.86) without rich-case signals — likely AI prose; flag for human review,The Queer Bible
6221,the-sorrow-of-war,REDUCE_TO_BAN_ONLY,0.684,1,1,0,0,0,,newness=0.68 and no rich signals — redundant with description_ban,The Sorrow of War
6222,the-line-of-beauty,KEEP_NARRATIVE,0.769,1,1,0,0,0,,high newness (0.77) without rich-case signals — likely AI prose; flag for human review,The Line of Beauty
6223,the-vagina-monologues,KEEP_NARRATIVE,0.767,1,1,0,0,0,,high newness (0.77) without rich-case signals — likely AI prose; flag for human review,The Vagina Monologues
6224,another-country,REDUCE_TO_BAN_ONLY,0.671,1,2,1,0,0,,newness=0.67 and no rich signals — redundant with description_ban,Another Country
6225,forever-amber,KEEP_NARRATIVE,0.610,3,2,3,0,0,,rich signals: 3-ban_source_links; newness=0.61,Forever Amber
6226,the-120-days-of-sodom,KEEP_NARRATIVE,0.716,2,3,3,0,0,,"rich signals: 3-reasons, 3-ban_source_links; newness=0.72",The 120 Days of Sodom
6227,the-world-is-full-of-married-men,KEEP_NARRATIVE,0.806,1,1,1,0,0,,high newness (0.81) without rich-case signals — likely AI prose; flag for human review,The World Is Full of Married Men
6228,the-stud-jackie-collins,KEEP_NARRATIVE,0.733,1,1,1,0,0,,high newness (0.73) without rich-case signals — likely AI prose; flag for human review,The Stud
6230,the-new-class,KEEP_NARRATIVE,0.836,1,1,0,0,0,,high newness (0.84) without rich-case signals — likely AI prose; flag for human review,The New Class
6231,detained-a-writers-prison-diary,REDUCE_TO_BAN_ONLY,0.698,1,1,0,0,0,,newness=0.70 and no rich signals — redundant with description_ban,Detained: A Writer's Prison Diary
6232,dialogo-sopra-i-due-massimi-sistemi-del-mondo,KEEP_NARRATIVE,0.800,1,1,0,0,0,,high newness (0.80) without rich-case signals — likely AI prose; flag for human review,Dialogo sopra i due massimi sistemi del mondo
6235,essay-concerning-human-understanding,KEEP_NARRATIVE,0.929,1,2,0,0,0,,high newness (0.93) without rich-case signals — likely AI prose; flag for human review,Essay Concerning Human Understanding
6238,the-hunchback-of-notre-dame,KEEP_NARRATIVE,0.922,1,2,0,0,0,,high newness (0.92) without rich-case signals — likely AI prose; flag for human review,The Hunchback of Notre-Dame
6242,norwegian-wood,KEEP_NARRATIVE,1.000,1,1,1,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Norwegian Wood
6243,summer-in-a-pioneer-tie,KEEP_NARRATIVE,0.986,1,1,1,0,0,,high newness (0.99) without rich-case signals — likely AI prose; flag for human review,Summer in a Pioneer Tie
6244,understanding-islam-through-hadis,KEEP_NARRATIVE,0.813,1,1,1,0,0,,high newness (0.81) without rich-case signals — likely AI prose; flag for human review,Understanding Islam Through Hadis
6245,the-red-sari,KEEP_NARRATIVE,0.989,1,2,1,0,0,,high newness (0.99) without rich-case signals — likely AI prose; flag for human review,The Red Sari
6246,yellow-peril-wang-lixiong,KEEP_NARRATIVE,0.937,1,1,1,0,0,,high newness (0.94) without rich-case signals — likely AI prose; flag for human review,Yellow Peril
6247,one-mans-bible,KEEP_NARRATIVE,0.976,1,1,1,0,0,,high newness (0.98) without rich-case signals — likely AI prose; flag for human review,One Man's Bible
6248,how-the-red-sun-rose,KEEP_NARRATIVE,0.987,1,1,1,0,0,,high newness (0.99) without rich-case signals — likely AI prose; flag for human review,How the Red Sun Rose
6249,the-tiananmen-papers,KEEP_NARRATIVE,0.988,2,1,2,0,0,,high newness (0.99) without rich-case signals — likely AI prose; flag for human review,The Tiananmen Papers
6250,candy-mian-mian,KEEP_NARRATIVE,1.000,1,3,1,0,0,,rich signals: 3-reasons; newness=1.00,Candy
6251,lingren-wangshi,KEEP_NARRATIVE,1.000,1,1,1,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Lingren Wangshi
6252,bloody-myth-tan-hecheng,KEEP_NARRATIVE,0.971,1,2,1,0,0,,high newness (0.97) without rich-case signals — likely AI prose; flag for human review,The Killing Wind: A Chinese County's Descent into Madness during the Cultural Revolution
6253,moving-away-from-the-imperial-regime,KEEP_NARRATIVE,1.000,1,1,1,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Moving Away from the Imperial Regime
6254,the-lotus-and-the-robot,KEEP_NARRATIVE,1.000,1,2,1,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,The Lotus and the Robot
6255,one-part-woman-perumal-murugan,KEEP_NARRATIVE,0.925,1,3,1,0,0,,rich signals: 3-reasons; newness=0.93,One Part Woman
6256,the-myth-of-the-holy-cow,KEEP_NARRATIVE,0.975,1,1,1,0,0,,high newness (0.97) without rich-case signals — likely AI prose; flag for human review,The Myth of the Holy Cow
6257,five-past-midnight-in-bhopal,KEEP_NARRATIVE,1.000,1,1,1,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Five Past Midnight in Bhopal
6258,azadi-arundhati-roy,KEEP_NARRATIVE,1.000,1,1,1,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Azadi: Freedom. Fascism. Fiction.
6259,mandingo-kyle-onstott,KEEP_NARRATIVE,1.000,1,3,1,0,0,,rich signals: 3-reasons; newness=1.00,Mandingo
6260,the-magic-mountain,KEEP_NARRATIVE,1.000,1,1,1,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,The Magic Mountain
6261,the-good-soldier-svejk,KEEP_NARRATIVE,1.000,1,1,1,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,The Good Soldier Švejk
6262,emil-and-the-detectives,KEEP_NARRATIVE,1.000,1,1,1,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Emil and the Detectives
6263,jew-suss-feuchtwanger,KEEP_NARRATIVE,0.985,1,2,1,0,0,,high newness (0.99) without rich-case signals — likely AI prose; flag for human review,Jud Süß
6264,the-radetzky-march,KEEP_NARRATIVE,1.000,1,2,1,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,The Radetzky March
6265,quotations-from-chairman-mao,KEEP_NARRATIVE,1.000,1,1,1,0,0,,high newness (1.00) without rich-case signals — likely AI prose; flag for human review,Quotations from Chairman Mao Tse-tung
6266,why-i-am-not-a-christian,KEEP_NARRATIVE,0.941,1,1,1,0,0,,high newness (0.94) without rich-case signals — likely AI prose; flag for human review,Why I Am Not a Christian
6267,submission-hirsi-ali,KEEP_NARRATIVE,0.930,1,2,1,0,0,,high newness (0.93) without rich-case signals — likely AI prose; flag for human review,Submission
6268,heather-has-two-mommies,KEEP_NARRATIVE,0.932,1,1,1,0,0,,high newness (0.93) without rich-case signals — likely AI prose; flag for human review,Heather Has Two Mommies
6269,our-bodies-ourselves,KEEP_NARRATIVE,0.980,1,2,1,0,0,,high newness (0.98) without rich-case signals — likely AI prose; flag for human review,"Our Bodies, Ourselves"
6270,suicide-mode-demploi,KEEP_NARRATIVE,0.928,1,2,1,0,0,,high newness (0.93) without rich-case signals — likely AI prose; flag for human review,"Suicide, mode d'emploi"
6271,eden-eden-eden,KEEP_NARRATIVE,0.887,1,2,1,0,0,,high newness (0.89) without rich-case signals — likely AI prose; flag for human review,"Éden, Éden, Éden"
6272,la-question,KEEP_NARRATIVE,0.987,1,1,1,0,0,,high newness (0.99) without rich-case signals — likely AI prose; flag for human review,La Question
6274,the-scented-garden-anthropology-of-the-sex-life-in-the-levant,KEEP_NARRATIVE,0.757,1,1,1,0,0,,high newness (0.76) without rich-case signals — likely AI prose; flag for human review,The Scented Garden: Anthropology of the Sex Life in the Levant
6275,unarmed-victory,KEEP_NARRATIVE,0.766,1,1,1,0,0,,high newness (0.77) without rich-case signals — likely AI prose; flag for human review,Unarmed Victory
6276,quotations-from-chairman-mao-zedong,KEEP_NARRATIVE,0.782,1,1,1,0,0,,high newness (0.78) without rich-case signals — likely AI prose; flag for human review,Quotations from Chairman Mao Zedong
6277,soft-target-how-the-indian-intelligence-service-penetrated-canada,KEEP_NARRATIVE,0.787,1,1,1,0,0,,high newness (0.79) without rich-case signals — likely AI prose; flag for human review,Soft Target: How the Indian Intelligence Service Penetrated Canada
6278,the-true-furqan,KEEP_NARRATIVE,0.905,1,1,1,0,0,,high newness (0.90) without rich-case signals — likely AI prose; flag for human review,The True Furqan
6279,santsurya-tukaram-and-loksakha-dnyaneshwar,REDUCE_TO_BAN_ONLY,0.618,1,1,1,0,0,,newness=0.62 and no rich signals — redundant with description_ban,Santsurya Tukaram and Loksakha Dnyaneshwar
6280,satyarth-prakash,KEEP_NARRATIVE,0.790,1,1,1,1,0,,rich signals: court-case-string; newness=0.79,Satyarth Prakash
6281,the-epic-of-shivaji-a-translation-and-study-of-kavindra-paramanandas-sivabharata,KEEP_NARRATIVE,0.908,1,1,1,0,0,,high newness (0.91) without rich-case signals — likely AI prose; flag for human review,The Epic of Shivaji: A Translation and Study of Kavindra Paramananda's Sivabharata
6282,islam-a-concept-of-political-world-invasion,KEEP_NARRATIVE,0.688,1,1,1,1,0,,rich signals: court-case-string; newness=0.69,Islam: A Concept of Political World Invasion
6284,the-adivasi-will-not-dance-stories,REDUCE_TO_BAN_ONLY,0.623,1,1,1,0,0,,newness=0.62 and no rich signals — redundant with description_ban,The Adivasi Will Not Dance: Stories
6285,human-rights-violations-in-kashmir,REDUCE_TO_BAN_ONLY,0.581,1,1,1,0,0,,newness=0.58 and no rich signals — redundant with description_ban,Human Rights Violations in Kashmir
6286,kashmiris-fight-for-freedom,REDUCE_TO_BAN_ONLY,0.635,1,1,1,0,0,,newness=0.64 and no rich signals — redundant with description_ban,Kashmiris Fight for Freedom
6287,colonizing-kashmir-state-building-under-indian-occupation,KEEP_NARRATIVE,0.707,1,1,1,0,0,,high newness (0.71) without rich-case signals — likely AI prose; flag for human review,Colonizing Kashmir: State-Building under Indian occupation
6288,kashmir-politics-and-plebiscite,REDUCE_TO_BAN_ONLY,0.688,1,1,1,0,0,,newness=0.69 and no rich signals — redundant with description_ban,Kashmir Politics and Plebiscite
6289,do-you-remember-kunan-poshpora,REDUCE_TO_BAN_ONLY,0.584,1,1,1,0,0,,newness=0.58 and no rich signals — redundant with description_ban,Do You Remember Kunan Poshpora?
6290,mujahid-ki-azan,REDUCE_TO_BAN_ONLY,0.545,1,1,1,0,0,,newness=0.55 and no rich signals — redundant with description_ban,Mujahid ki Azan
6291,al-jihadul-fil-islam,REDUCE_TO_BAN_ONLY,0.519,1,1,1,0,0,,newness=0.52 and no rich signals — redundant with description_ban,Al Jihadul fil Islam
6292,independent-kashmir,REDUCE_TO_BAN_ONLY,0.681,1,1,1,0,0,,newness=0.68 and no rich signals — redundant with description_ban,Independent Kashmir
6293,resisting-occupation-in-kashmir,REDUCE_TO_BAN_ONLY,0.653,1,1,1,0,0,,newness=0.65 and no rich signals — redundant with description_ban,Resisting Occupation in Kashmir
6294,between-democracy-nation-gender-and-militarisation-in-kashmir,REDUCE_TO_BAN_ONLY,0.684,1,1,1,0,0,,newness=0.68 and no rich signals — redundant with description_ban,Between Democracy & Nation: Gender and Militarisation in Kashmir
6295,contested-lands,KEEP_NARRATIVE,0.727,1,1,1,0,0,,high newness (0.73) without rich-case signals — likely AI prose; flag for human review,Contested Lands
6296,in-search-of-a-future-the-story-of-kashmir,KEEP_NARRATIVE,0.747,1,1,1,0,0,,high newness (0.75) without rich-case signals — likely AI prose; flag for human review,In Search of a Future: The Story of Kashmir
6297,kashmir-in-conflict-india-pakistan-and-the-unending-war,REDUCE_TO_BAN_ONLY,0.582,1,1,1,0,0,,newness=0.58 and no rich signals — redundant with description_ban,"Kashmir in Conflict: India, Pakistan and the Unending War"
6298,the-kashmir-dispute-1947-2012,KEEP_NARRATIVE,0.728,1,1,1,0,0,,high newness (0.73) without rich-case signals — likely AI prose; flag for human review,The Kashmir Dispute: 1947–2012
6299,kashmir-at-the-crossroads-inside-a-21st-century-conflict,REDUCE_TO_BAN_ONLY,0.658,1,1,1,0,0,,newness=0.66 and no rich signals — redundant with description_ban,Kashmir at the Crossroads: Inside a 21st-Century Conflict
6300,a-dismantled-state-the-untold-story-of-kashmir-after-article-370,REDUCE_TO_BAN_ONLY,0.646,1,1,1,0,0,,newness=0.65 and no rich signals — redundant with description_ban,A Dismantled State: The Untold Story of Kashmir after Article 370
6301,resisting-disappearance-military-occupation-womens-activism-in-kashmir,REDUCE_TO_BAN_ONLY,0.699,1,1,1,0,0,,newness=0.70 and no rich signals — redundant with description_ban,Resisting Disappearance: Military Occupation & Women’s Activism in Kashmir
6302,confronting-terrorism,REDUCE_TO_BAN_ONLY,0.487,1,1,1,0,0,,newness=0.49 and no rich signals — redundant with description_ban,Confronting Terrorism
6303,freedom-in-captivity-negotiations-of-belonging-along-kashmiri-frontier,REDUCE_TO_BAN_ONLY,0.634,1,1,1,0,0,,newness=0.63 and no rich signals — redundant with description_ban,Freedom in Captivity: Negotiations of belonging along Kashmiri Frontier
6304,kashmir-the-case-for-freedom,KEEP_NARRATIVE,0.762,1,1,1,0,0,,high newness (0.76) without rich-case signals — likely AI prose; flag for human review,Kashmir: The Case for Freedom
6305,azadi,KEEP_NARRATIVE,0.747,1,1,1,0,0,,high newness (0.75) without rich-case signals — likely AI prose; flag for human review,Azadi
6306,usa-and-kashmir,REDUCE_TO_BAN_ONLY,0.697,1,1,1,0,0,,newness=0.70 and no rich signals — redundant with description_ban,USA and Kashmir
6307,law-conflict-resolution-in-kashmir,REDUCE_TO_BAN_ONLY,0.571,1,1,1,0,0,,newness=0.57 and no rich signals — redundant with description_ban,Law & Conflict Resolution in Kashmir
6308,tarikh-i-siyasat-kashmir,KEEP_NARRATIVE,0.737,1,1,1,0,0,,high newness (0.74) without rich-case signals — likely AI prose; flag for human review,Tarikh-i-Siyasat Kashmir
6309,kashmir-the-future-of-south-asia,REDUCE_TO_BAN_ONLY,0.632,1,1,1,0,0,,newness=0.63 and no rich signals — redundant with description_ban,Kashmir & the Future of South Asia
6310,risala-i-jihad,KEEP_NARRATIVE,0.926,1,1,1,0,0,,high newness (0.93) without rich-case signals — likely AI prose; flag for human review,Risala-i-Jihad
6311,hindu-view-of-christianity-and-islam,KEEP_NARRATIVE,0.833,1,1,1,0,0,,high newness (0.83) without rich-case signals — likely AI prose; flag for human review,Hindu View of Christianity and Islam
6312,towards-freedom,KEEP_NARRATIVE,0.785,1,1,1,0,0,,high newness (0.78) without rich-case signals — likely AI prose; flag for human review,Towards Freedom
6313,dhundi,KEEP_NARRATIVE,0.720,1,1,1,0,0,,high newness (0.72) without rich-case signals — likely AI prose; flag for human review,Dhundi
6314,korkai,KEEP_NARRATIVE,0.873,1,1,1,0,0,,high newness (0.87) without rich-case signals — likely AI prose; flag for human review,Korkai
6315,sunrise-over-ayodhya-nationhood-in-our-times,REDUCE_TO_BAN_ONLY,0.462,1,1,1,0,0,,newness=0.46 and no rich signals — redundant with description_ban,Sunrise Over Ayodhya: Nationhood in Our Times
6316,the-descent-of-air-india,REDUCE_TO_BAN_ONLY,0.535,1,1,1,0,0,,newness=0.54 and no rich signals — redundant with description_ban,The Descent of Air India
6317,sahara-the-untold-story,REDUCE_TO_BAN_ONLY,0.566,1,2,1,0,0,,newness=0.57 and no rich signals — redundant with description_ban,Sahara: The Untold Story
6318,the-lives-of-sri-aurobindo,REDUCE_TO_BAN_ONLY,0.622,1,1,1,0,0,,newness=0.62 and no rich signals — redundant with description_ban,The Lives of Sri Aurobindo
6320,who-killed-gandhi,KEEP_NARRATIVE,0.889,1,1,1,0,0,,high newness (0.89) without rich-case signals — likely AI prose; flag for human review,Who killed Gandhi
6321,the-price-of-power-kissinger-and-nixon-in-the-white-house,REDUCE_TO_BAN_ONLY,0.688,1,1,1,0,0,,newness=0.69 and no rich signals — redundant with description_ban,The Price of Power: Kissinger and Nixon in the White House
6322,building-a-happy-family,KEEP_NARRATIVE,0.771,1,1,1,0,0,,high newness (0.77) without rich-case signals — likely AI prose; flag for human review,Building a Happy Family
6323,what-has-religion-done-for-mankind,KEEP_NARRATIVE,0.897,2,1,2,0,0,,high newness (0.90) without rich-case signals — likely AI prose; flag for human review,What has Religion done for Mankind
